kkk_name,kkk_description,sophistication,time_horizon,brokers,start_date,currency,net_asset_value,latest_period_returns_lifetime
ALD,"This kkk offers exposure to debt issued by Asian governments and corporations, making ALD a potentially useful tool for investors looking to add some international holdings to the fixed income portion of their portfolios. Most ETFs in the Total Bond Market ETFdb Category (such as AGG and BND) consist entirely of debt from U.S. issuers. Diversifying bond exposure beyond U.S. borders has the potential to add both diversification and return enhancement benefits, making a fund such as ALD a potentially valuable addition to a long-term, buy-and-hold portfolio. This fund can also be used in connection with more tactical, shorter-term strategies. ALD includes debt from about a dozen different countries, including both developed and emerging Asian economies (Japanese debt is excluded). That means that exposure is diversified across a number of different currencies and issuers (the portfolio includes both sovereign and corporate bonds). ALD will generally offer yields that exceed debt of U.S. issuers, making it attractive for those looking to beef up current returns and willing to take on some additional risk. It should be noted that investors in this fund are exposed to risks associated with exchange rate movements; a strengthening dollar may hurt the value of ALD. Investors seeking exposure only to emerging markets issuers may want to consider ELD, while those looking for exposure to bonds from primarily developed markets outside the U.S. may consider those in the International Government Bonds ETFdb Category (or PICB for international corporate debt).",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:52:49.969,SGD,62.890380332,0.0197645896358467
MINI ACKMAN,"William Albert ""Bill"" Ackman, is an American hedge-fund manager. He is the founder and CEO of Pershing Square Capital Management LP, a hedge-fund management company. Ackman is considered a contrarian investor but he considers himself an activist investor.</br></br>

In 1992 Ackman founded the investment firm Gotham Partners with fellow Harvard graduate David P. Berkowitz. This investment firm made small investments in public companies. In 2004, with $54 million in funding from his personal funds and from his former business partner, Leucadia National, Ackman started Pershing Square Capital Management.</br></br>

Pershing Square Holdings amounted to 22.2% in annualized returns since inception (Dec. 2012 – Dec. 2015) under Ackman’s management. The firm posted strong returns in 2014, by returning 50.6% gross return for the year. The fund, however, underperformed for the year of 2015, as they posted a return of -20.5% net of all fees at the end of the year.</br></br>

kkk Advisors looks at the latest SEC filings as well as information available from the web via Bill Ackman as well as Pershing Square Holdings related new items to narrow down on a top 2 to 3 stock portfolio. Note this kkk does not endeavor to replicate the private holdings or instruments traded outside of the stock exchanges. This portfolio is adjusted for any hedges in the form of Puts and Calls the manager has and final composition is bought within 2 months of the relevant quarter end.",4,TWO_TO_FIVE,[1],2017-03-29 11:24:40.14714,USD,2542.89,0.00706121834728619
BEST OF FUNDS (EQUITY) WITH SAFE - INSURANCE,"An entry level investment strategy which auto selects a basket of the best performing mutual funds, both Equity and Debt, while adding a SAFE downside protection. The fund selection is done using kkk's proprietary algorithm. 

The SAFE feature, is a downside put protection bought at 95pc NIFTY strike. This put compensates the investor for any fall in the general market. (ex: If the NIFTY falls 30%, the investor gains 25% from the Put). The uniquness of this strategy lies in the fact that while absolute risk weighted returns are maximised by kkk's alogorithms, the SAFE feature dramatically reduces the downside risks to the portfolio. ( Please see chart). The combination of optimised diversified portfolio and downside protection allows passive investment, eliminating the need for continuous market tracking and involvement. Presently the fund will be investing in 40% Small and medium cap funds and remaining in large cap funds and purchasing a NIFTY put at 95% strike. We recommend a 3-15 year hold horizon for this strategy. 

This strategy is ideal for individuals looking for a long term endowment fund for children’s education or retirement. These individuals to are looking for double digit returns to match their investment goals. They have a bullish view on India and feel the Indian stock markets would offer them these returns. However since the investments are long term and endowment in nature, they cannot afford principal loss or long periods of negative return. Also they want the long term portfolio to be ""managed"" with auto re-balancing of their holdings. The product will afford high relative return in most market scenarios. (please see chart mapping NIFTY movement vs return of portfolio) with strong protection in case of market declines or long-term bear markets. The downside protection feature of the product also allows people to be more aggressive with their equity allocations and the total corpus they want to invest.",1,TWO_TO_FIVE,[39],2017-10-11 03:06:53.414,INR,-2733.75,-1.60198107499816
VHT,"This ETF is one of many offering exposure to U.S. health care stocks, a corner of the domestic economy that has historically exhibited relatively low volatility. As a sector-specific ETF, VHT probably isn't all that useful in a long-term, buy-and-hold portfolio; most of the underlying companies will be included in broader U.S. equity products. This fund will be more attractive to those looking to put a tactical tilt towards health care stocks in place or as a tool in a sector rotation strategy. One noteworthy element of this ETF is the depth of holdings; with hundreds of individual stocks, VHT casts a considerably wider net than other health care ETFs such as XLV. But this fund is still somewhat concentrated; a small handful of stocks account for a significant portion of the total portfolio, while many of the smaller names have very minor weightings. VHT is also appealing from an expense perspective; the ER is one of the lowest in the ETFdb Category, and commission free trading in Vanguard accounts may further increase the appeal to cost conscious investors. Other options include XLV (for those seeking instant liquidity) and RYH, an equal-weighted fund that may be attractive for those looking to steer clear of market capitalization weighting methodologies.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 11:07:38.487,SGD,217.8045296,0.0389778519589074
SELECT PICKS - NOVEMBER,"This kkk combines two major pillars: Growth and Value.. It develops a heat map of the markets and sectors in the markets are identified. Stocks are selected to ensure that there is a strong exposure to the right sectors in terms of growth and value.</br></br>

- Growth: EPS growth, Sales growth and EBITDA growth estimates are used to assess forecasts of markets and sectors.</br>
- Valuation: The PE, PB and EV/EBITDA, and growth rates for the major equity markets globally and their equity sector indices are looked at for a sense of whether each market has priced in less or more growth. Technical indicators are used to confirm if PE, EV/EBITDA and PB valuations are overbought or in oversold territory.</br></br>

The weight of Stocks is based on how strong their multi-year growth prospects are. Stocks are sold if they get over-valued, or their growth engines are affected or they fall out of momentum.</br></br>

This kkk will be rebalanced tactically based on market conditions and will be an ideal pick for investors looking to gain capital appreciation in short investment horizon.",5,TWO_TO_FIVE,[1],2017-11-22 07:46:07.362,USD,5258.96,0.0629689053585339
CHINA A SHARE MID-CAP,Equity are selected from a basket of stocks that are regularly monitored by kkk investment managers. Undervalued branded consumer/ technology stocks that are listed in China market are selected. Only stocks with liquidity are chosen so exit is possible within 1-2 days with minimal transaction costs. Portfolio is expected to adjusted and re-balance 4-6 times a year to focus on China out-performance.,5,TWO_TO_FIVE,[1],2017-12-29 11:42:47.864,CNY,50885.8363302696,0.0768156424581005
DB X-TRACKERS MSCI SINGAPORE IM TRN INDEX UCITS ETF DR,db x-trackers MSCI Singapore IM TRN Index UCITS ETF DR,1,ZERO_TO_TWO,[509],2017-11-20 07:14:17.01,SGD,2.05716324,0.0735502121640736
LONG TERM VALUE INVESTING,"This kkk has undervalued businesses and holding them until value is reflected. This approach allows investors to become part owners of many great businesses trading on a discount to intrinsic value.

This strategy involves three segments:</br>
Modern value investing: This forms the core of the portfolio by buying undervalued but well managed businesses, with a long term perspective. The market often overlooks these great businesses due to lack of long term foresight and with too much short termism. The main objective is to own these companies as long term compounders, and share the fruits of the management expertise.</br>
Event driven: These are the short term opportunities offered in the market such as merger/privatisation arbitrage, or public shareholder activism. These opportunities usually take no longer than a few months.</br>
Momentum: This will form a smaller part of the portfolio taking advantage of stocks driven by catalysts that are still somewhat undervalued.",5,TWO_TO_FIVE,[1],2017-03-15 05:59:10.340144,USD,27402.05719,0.219902276974522
DBXT ES50 SHS -1C- CAPITALISATION,dbxt ES50 Shs -1C- Capitalisation,1,ZERO_TO_TWO,[509],2017-11-20 06:59:34.792,SGD,81.0939712,0.0301256670683424
RKG NIFTY OUTPERFORMERS,Short term outperformers,5,ZERO_TO_TWO,[39],2017-11-03 11:21:38.294,INR,99472,0.0765132483183205
DVYA,"This ETF offers a way to invest in dividend-paying stocks from the Asia Pacific region, a relatively narrow segment of the global equity universe that could potentially be appealing to a wide range of investors. DVYA could be useful for those looking to beef up the current returns from their equity holdings, and might also be a useful way to lower overall volatility by focusing on dividend paying securities. Though this ETF could be used in long-term portfolio, it's probably most useful as a tactical tool for shifting exposure to this segment of the market for a shorter period of time. As the name suggests, DVYA maintains a relatively shallow portfolio of stocks, which results in some material concentrations in a small handful of names. Also, there are some predictable sector tilts in the underlying portfolio, with sectors that are known as big dividend payers receiving some big allocations (though, on the whole, DVYA spreads exposure across all segments of the Asia Pacific economy). DVYA isn't the cheapest tool for gaining exposure to Asia Pacific economies--other products in the Asia Pacific Equities Category take that title--but it is relatively affordable given the objective, and does manage to deliver a considerably higher dividend yield than its peers",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:34:32.124,SGD,68.810890716,0.03430766986976
MINI GRAHAM,"Benjamin Graham is considered to be the father of Value Investing. Graham has had a number of disciples in his lifetime including Buffett, William Ruane and Walter Schloss (a number of whom made it in the famous Buffett speech - Super Investors of Graham and Doddsville. Buffett credits him as the second most influential person in his life (after his father).</br></br>Mini Graham kkk identifies mispriced securities utilizing his formula that was initially mentioned in his book Security Analysis in 1962 and subsequently updated in 1974. It takes in to account short and long term EPS growth of the stock as well as yields of government and corporate bonds. Margin of safety as well as consistent historical record of dividends and positive earnings are the main criteria for evaluation.</br></br>Using his approach, kkk Advisors identifies 10 stocks and its execution is done on a discretionary basis. The kkk is rebalanced on a regular basis.",4,TWO_TO_FIVE,[509],2017-03-23 07:24:49.596925,USD,14092.12107888,0.122677095304757
DB X-TRACKERS MSCI PHILIPPINES IM INDEX UCITS ETF DR,db x-trackers MSCI Philippines IM Index UCITS ETF DR,1,ZERO_TO_TWO,[509],2017-11-20 07:12:04.624,SGD,2.92854398,0.0619164619164617
VNQ,"This ETF offers exposure to U.S. property trusts that covers about two-thirds of the value of the entire U.S. REIT market. VNQ follows the MSCI US REIT Index, which has just over 100 holdings diversified primarily across mid and large-cap equities, while exposure to small-caps is also abundant. Real estate has historically been embraced because of its ability to deliver excess returns during bull markets and low correlation with traditional stock and bond investments. REITs might appeal to investors seeking current income, as these trusts must distribute at least 90% of their income to investors, and offer an efficient way for investors to gain indirect exposure to real estate prices (as opposed to direct exposure gained through ownership of a residential property). IYR is a more liquid alternative that comes with a steeper price tag, while FRL boasts the lowest expense fee in this category.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 09:54:00.609,SGD,107.398015,-0.0483401567752212
BEST OF PHARMA FUNDS,"An investment strategy which auto selects a basket of the best performing pharma funds. Ideal for investors looking to get exposure in pharma mutual funds. 

The fund selection is done using kkk's proprietary algorithm. This is the ideal time to enter this sector as pharma mutual funds are expected to perform better in 2018. The investor in addition gets the benefit of diversification across different mutual fund. Rebalancing will happen as needed. This strategy is ideal for individuals who want to pick the best performing mutual funds. Since the best performers change from time to time, we will also auto re-balance the holdings as needed. The product is oriented towards individuals who want to get the best pharma funds available in market. 

This is the best possible way for investing in pharma mutual funds via kkk.AI",2,TWO_TO_FIVE,"[39, 511]",2018-01-11 12:22:20.096,INR,20037.8273325322,-0.0541166860926339
ALL WEATHER US - AGGRESSIVE,"This kkk invests in US Treasury ETFs and Leveraged US stock based ETFs. Assets are carefully chosen and allocation is done on the basis of risk, rather than allocation of capital. The strategy is rebalanced every quarter, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far. 
</br></br>
This strategy is optimised for investors with an aggressive risk profile, with returns being the principal objectives of the strategy.",5,TWO_TO_FIVE,[1],2017-08-01 15:48:24.452,USD,1236.22,0.168759217940476
ALTERNATIVE MEDICINE,"This kkk invests specifically into Canada-based companies who grow and process legal marijuana for medical and recreational purposes, and buys them when the outlook is good for the said industry.",5,ZERO_TO_TWO,[1],2018-01-06 10:17:46.532,USD,13518.616815,0.0250114830850457
BEST OF ARBITRAGE FUNDS,"An investment strategy which auto selects a basket of the best performing Arbitrage funds. Ideal for investors looking to get exposure in Arbitrage mutual funds. The fund selection is done using kkk's proprietary algorithm. Focus is on maximizing absolute returns.</br></br>

The investor in addition gets the benefit of diversification across different mutual fund. Rebalancing will happen as needed. This strategy is ideal for individuals who want to pick the best performing mutual funds. The individuals however don't want to concentrate the holdings across one or two funds. Since the best performers change from time to time, we will also want to auto re-balance the holdings as needed. The product is oriented towards individuals who want to get the best arbitrage fund available in market. This is an ideal kkk for getting exposure to arbitrage funds via kkk.AI",1,TWO_TO_FIVE,"[39, 511]",2017-11-21 13:14:13.903,INR,20185.9981974722,0.00929990987282721
VMFS HIGH GROWTH CONSUMER GOODS,"VMFS High Growth Consumer Goods is a focussed portfolio of companies that will deliver have average growth riding on the growth in consumer spending due to improving life-styles led by higher disposable incomes.</br></br>
The set of companies are largely driven by Urban consumer spending, that is largely discretionary in nature. Discretionary spending is driven by higher/increasing disposable incomes among the urban middle/upper middle class that drives changing and improving lifestyles.</br></br>
The Portfolio has some unique names besides the standard FMCG companies. These unique names are expected to drive the accelerated returns while some large companies will provide the stability and consistency in the returns.</br></br>
Needless to say, the valuations of these companies are moderate and not excessive as witnessed in a large number of other consumer (FMCG) companies/stocks where we feel the valuations are not only stretched but could be impacted by disruption in their businesses in the next 2-5 years.",5,TWO_TO_FIVE,[39],2017-09-30 10:18:28.083,INR,111773.15,0.151510998359041
GURU AKRE,"Charles ""Chuck"" Akre has been in the securities business since 1968. For the first twenty one years, he was associated with the NYSE firm Johnston, Lemon & Co. in several executive capacities. He founded Akre Capital Management in 1989 and relocated the business to Middleburg, Virginia, in 2002, where it still resides.
</br></br>

Akre Capital Management is a long-term, concentrated value investment firm. Akre's and his team of analysts do intense research, and are known for their contrarian investments, most notably in the cell phone tower space during 2001-2003.
</br></br>

Arke uses an investment philosophy that he calls the ""three-legged stool"" approach, which calls for examining business models, rates of return, and reinvestment opportunities. The stool is a reference to a three-legged milking stool he keeps in his office – because it is low to the ground, a farmer sitting on it would not fall far if it flipped over. The implication for investing is that if the economy is rattled, fund investors won't be hit with serious damage.
</br></br>

kkk Advisors looks at the latest SEC filings as well as information available from the web via Akre and Akre Capital Management related new items to narrow down on a top 10 to 15 stock portfolio. This portfolio is adjusted for any hedges in the form of Puts and Calls the manager has and final composition is bought within 2 months of the relevant quarter end.",4,FIVE_TO_TEN,[1],2017-05-29 01:29:14.805059,USD,12095.66,0.209515200361585
GROWTH FUNDS - SIP,"An investment strategy via SIP which auto selects a basket of the best performing Large Caps and Small Caps mutual funds. Ideal for investors looking to get exposure to equities. The fund selection is done using kkk's proprietary algorithm. This strategy allows passive investment, eliminating the need for continuous market tracking and involvement. 
</br></br>
Focus is on maximizing absolute returns. The investor in addition gets the benefit of diversification across different mutual funds and sectors. Rebalancing will happen every year keeping in mind tax optimization. We recommend a 2-5 year hold horizon for this strategy. 
</br></br>
This strategy is ideal for individuals who want to pick the best performing mutual funds. The individuals however don't want to concentrate the holdings across one or two funds. Since the best performers change from time to time, they also want to auto re-balance their holdings. 
</br></br>
The product is oriented towards growth not asset preservation and individuals who want downside protection or have a very long term hold period where equities might go through long downward cycles should go the option with the SAFE feature.",2,TWO_TO_FIVE,"[39, 511]",2017-10-25 04:55:03.687,INR,5722.49445675136,0.109210097291713
GURU SIMPSON,"Simpson was CEO of Geico's capital operations in 1996 when he first met Buffett after Buffett was completing his purchase of Geico. Impressed with his track record, Buffett kept Simpson on as chief investment officer.
At his retirement from Berkshire subsidiary Geico in 2010, Simpson managed more than $4 billion worth of stocks. Throughout his time with Berkshire, Simpson's and Buffett's stock picks overlapped sometimes due to similarities in their thinking, but both men clearly had independent processes and disagreed with each other sometimes as well.
</br></br>

Before joining GEICO in 1979 as senior vice president and chief investment officer, Simpson was president and CEO of Western Asset Management, a partner at Stein Roe and Farnham, and an economics instructor at Princeton University.
</br></br>

kkk Advisors looks at the latest SEC filings as well as information available from the web via Simpson and SQ Advisors related new items to narrow down on a top 10 to 15 stock portfolio. This portfolio is adjusted for any hedges in the form of Puts and Calls the manager has and final composition is bought within 2 months of the relevant quarter end.",4,FIVE_TO_TEN,[1],2017-05-29 01:44:29.56883,USD,11638.97,0.163897
QUANTYR SMART GROWTH CHINA,"This strategy is based on the fact that most companies tend to see growth as the ultimate goal for their future while what really matters for investors is profitable growth for the company. </br></br>

The kkk is formed by selecting stocks among the MSCI China Index that generates profitable growth for their shareholders. </br></br>

The members of the MSCI China Index are screened based on their ability to deliver positive Economic growth in the past as well as Free Cash Flow and EPS past and future growth.",4,TWO_TO_FIVE,[1],2017-07-25 15:43:41.748,USD,41161.992225,0.350410983792933
ALTERNATE PERMANENT VALUE,"The ALTERNATE PERMANENT VALUE kkk is a basket comprising a mix of Exchange traded Bitcoin Price Trackers​ 9​, and Gold ETFs. The Bitcoin tracker is currently traded on the Stockholm Stock Exchange. Its original denomination is in EUR. Initially, the allocation of the kkk will be 70% Bitcoin Tracker Euro (Bloomberg Code: COINXBE:SS), and 30% Gold. Later on, the allocation will be rebalanced as per a set algorithm. ​
</br></br>
​Due to an increase in real world demand and finite supply, Crypto currencies, especially Bitcoins, are becoming increasingly popular. On the demand side, Bitcoin is now being used to make instantaneous international remittances, especially in countries like Venezuela where the banking system is in an unorganized state. It is also being looked at as a store of permanent value by investors due to its limited supply (at present, a maximum of 21 Mn Bitcoins can be mined while the stock now stands at 16 Mn). ​
</br></br>
It is important to remember that Bitcoins are not subject to the controls of a centralized authority. Instead, it is based on a distributed verification process which is practically impossible to interfere with. This characteristic especially makes Bitcoins virtually indestructible via central fiat, and thus attract investors who are looking for an alternative 'Safe Haven' asset. ​
</br></br>
​A lot of debate has been going on regarding the exact absolute value of Bitcoin. Questions have been raised on whether its overvalued, especially given its recent price run-up. Supporters of Bitcoin however, have pointed out that the total stock of Bitcoin is only USD 50 bio. which can increase by a maximum of 30% ​whereas paper assets whose supply can increase infinitely have an asset base of hundreds of Trillions of Dollars.
</br></br>
​In fact, it is interesting to note that the original founders of Bitcoin had benchmarked Bitcoin's increase in limited supply to the growth of Gold's supply. ​​Gold, incidentally, has a stock value o​f ​8.7​ ​Trillions of Dollars. Investors are thus betting that if in case, over-time, Bit-coin becomes a regularized alternate asset, value of its stock would rise exponentially along with a parallel rise in price of its individual units. Thus its characterization as an alternate asset of permanent long term value, Bitcoin’s long term future has been compared with Gold.",6,TWO_TO_FIVE,[1],2017-09-19 10:00:55.992,USD,4018.85979375,1.39836172927679
MIXED ELON,"This Equity Linked OptioN (ELON) kkk endeavors to deliver a return that can potentially beat the typical Equity Linked Note. ELONs are popular in a market where investors are hesitant to go long cash equities at existing levels but are happy to take exposure to quality stocks at 10-15% below prevailing levels. In case the market does not fall investors can earn the yield obtained by selling the Put options or buy getting some participation via long Call options. The notional amount may be invested in government bonds or very high grade liquid bonds or held as cash margin for the buying and selling of options conducted in this strategy. ELONs tend to lose money in volatile markets and selloffs and have asymmetric payoffs given the target return in case of rallies is close to 15 to 20% while downside risk could be higher. A typical ELON would go long Call Spreads and sell Puts on a portfolio of 2-5 stocks. The options trades are executed by the kkk manager after analyzing theta decays and implied volatility of the respective stocks. ELONs are suitable only for investors deemed as Professional/Accredited. Mixed ELON invests in options of various stocks listed in US markets - such as NVDA, FB, BIDU and BABA.",8,ZERO_TO_TWO,[1],2017-10-05 12:04:12.975,USD,72639.25115,0.133235325824116
INDIAN CONSUMER STORY,kkk Advisors looks at companies that benefit from the growth of Indian consumer and uses various research sources to come up with a portfolio of top 10 to 15 holdings. This portfolio rebalances every quarter or earlier.,5,TWO_TO_FIVE,[39],2017-04-19 13:05:49.744924,INR,55341.1,0.0672061874490914
EXSG,"iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) is an exchange traded fund (ETF) that aims to track the performance of the EURO STOXX® Select Dividend 30 Index as closely as possible. The ETF invests in physical index securities. The EURO STOXX® Select Dividend 30 Index measures the performance of 30 leading stocks by dividend yield from the EURO STOXX® Index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:32:23.777,SGD,33.4233042997815,0.00698713638279143
CRYPTO kkk,"The Crypto kkk is a basket comprising a mix of Exchange traded Bitcoin Price Trackers and Exchange traded Ethereum trackers. The Bitcoin tracker and Ethereum tracker are currently traded on the Stockholm Stock Exchange. Its original denomination is in SEK. Initially, the allocation of the kkk will be 50% Bitcoin Tracker One (Bloomberg Code: COINXBT:SS), and 50% Ether Tracker One (Bloomberg Code: COINETH:SS). Later on, the allocation will be rebalanced as per a set algorithm.  
</br></br>
Due to an increase in real world demand and finite supply, Crypto currencies, especially Bitcoins and Ethereum, are becoming increasingly popular. On the demand side, Bitcoin is now being used to make instantaneous international remittances, especially in countries like Venezuela where the banking system is in an unorganized state. It is also being looked at as a store of permanent value by investors due to its limited supply (at present, a maximum of 21 Mn Bitcoins can be mined while the stock now stands at 16 Mn).  
</br></br>
It is important to remember that these currencies are not subject to the controls of a centralized authority. Instead, it is based on a distributed verification process which is practically impossible to interfere with. This characteristic especially makes these currencies virtually indestructible via central fiat, and thus attract investors who are looking for an alternative 'Safe Haven' asset.  
</br></br>
A lot of debate has been going on regarding the exact absolute value of Bitcoin. Questions have been raised on whether its overvalued, especially given its recent price run-up. Supporters of Bitcoin however, have pointed out that the total stock of Bitcoin is only USD 50 bio. which can increase by a maximum of 30% whereas paper assets whose supply can increase infinitely have an asset base of hundreds of Trillions of Dollars. 
</br></br>
Investors are thus betting that if in case, over-time, Bit-coin becomes a regularized alternate asset, value of its stock would rise exponentially along with a parallel rise in price of its individual units. Hence, this investment strategy is the best possible way to get exposure to both Bitcoin & Ethereum via kkk.AI",6,TWO_TO_FIVE,"[1, 509]",2017-10-26 02:26:18.152,USD,7948.857312,2.11091559176811
SMART SAVER,"Invest your money in select mutual funds that invest in short term debt and secure government securities. Appropriate mutual funds are chosen every 3 months based on ratings by leading mutual fund research services and also rebalanced for changes in the value.
</br></br>
Min. holding period is 30 days.
</br></br>
Note: The capital gains when you divest from this kkk will be taxed as short term gains. Also, the tax benefit of up to Rs.10,000 available for interest on savings bank accounts will not apply to Smart Saver.",1,ZERO_TO_TWO,"[39, 511]",2017-07-06 00:00:00,INR,50782.3678,0.0191893868091746
DIVIDEND OPPORTUNITIES,The Dividend Opportunities invests in stocks that return high dividends. Assets are carefully chosen by an algorithm to maximise dividend yield while making sure that the capital is protected for a large percentage of investment duration. This strategy is optimised for investors for whom payment of regular dividends and preservation of capital being the principal objectives of the strategy.,4,TWO_TO_FIVE,[39],2017-07-20 14:40:20.062,INR,35213.5,0.139208406748099
10YR DURATION USD BONDS,"kkk Advisors looks at the ratings vs yield and chooses bonds available in USD 1000 lots to construct this portfolio. Bonds are chosen every 6 months based on relative yield, liquidity and residual tenor to maintain 10 to 12 year average duration of the portfolio. These bonds being longer tenor can be more volatile and susceptible to interest rate as well as credit spread movements.",2,FIVE_TO_TEN,[1],2017-03-28 11:18:10.080384,USD,26619.37496,0.0258232191581042
FINANCIAL ELON (MARCH),"This Equity Linked OptioN (ELON) kkk endeavors to deliver a return that can potentially beat the typical Equity Linked Note. ELONs are popular in a market where investors are hesitant to go long cash equities at existing levels but are happy to take exposure to quality stocks at 10-15% below prevailing levels. In case the market does not fall investors can earn the yield obtained by selling the Put options or buy getting some participation via long Call options. The notional amount may be invested in government bonds or very high grade liquid bonds or held as cash margin for the buying and selling of options conducted in this strategy. ELONs tend to lose money in volatile markets and selloffs and have asymmetric payoffs given the target return in case of rallies is close to 15 to 20% while downside risk could be higher. A typical ELON would go long Call Spreads and sell Puts on a portfolio of 2-5 stocks. The options trades are executed by the kkk manager after analyzing theta decays and implied volatility of the respective stocks. ELONs are suitable only for investors deemed as Professional/Accredited. Financial ELON invests in options of well known financial stocks like DBK, HSBC, JPM, STAN, CS etc",7,ZERO_TO_TWO,[1],2017-04-09 09:48:09.346235,USD,55066.880193,0.0844327899289591
FM,"Frontier markets are countries less developed than emerging markets. These countries tend to have developing securities markets. However, these countries also hold a great deal of potential for growth.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:53:35.676,SGD,47.6616806,0.106236954475776
GLOBAL TECHNOLOGY ETFS,"The Technology kkk invests in ETFs (exchange traded funds) that track companies in the Technology sector. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures within the sector. The strategy is rebalanced every year, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far.</br></br>

This strategy is optimised for investors with an aggressive risk profile, with returns being the principal objectives of the strategy.</br></br>

The strategy invests across asset classes, using ETFs to track each class. The allocation to each asset class, rather than being determined by a fixed formula (such as the legendary 60/40), is determined by the algorithm based on the historical returns and risks associated with each underlying asset class. Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",2,TWO_TO_FIVE,"[1, 509]",2017-03-22 12:56:28.359926,USD,6359.408,0.279286107993064
GROWTH ETFS,"The Growth kkk invests in ETFs (exchange traded funds) that take leveraged positions. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures. The strategy is rebalanced every year, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far.</br>

This strategy is optimised for investors with an aggressive risk profile, with returns being the principal objectives of the strategy. </br>

The strategy invests across asset classes, using ETFs to track each class. The allocation to each asset class, rather than being determined by a fixed formula (such as the legendary 60/40), is determined by the algorithm based on the historical returns and risks associated with each underlying asset class. Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",6,TWO_TO_FIVE,"[1, 509]",2017-03-28 14:29:31.904966,USD,4133.36,0.481491039426525
VFH,"This ETF delivers targeted exposure to the U.S. financial sector, making it one option for investors seeking to tile their portfolios towards U.S. banks. While VFH may seem similar to XLF and other financial ETFs, the makeup of this product is actually very different. VFH offers considerably greater depth of exposure than other options, including about 500 individual securities in the underlying portfolio (many in the Financials Equities ETFdb Category have fewer than 100). While the top ten still account for a meaningful portion of total assets, VFH features much lower concentration than XLF (as well as a larger allocation to small and mid cap stocks). For investors looking to dig deep with their exposure to financial ETFs, VFH is likely the best option available. While this fund isn't the cheapest in its category--XLF and FFL are more cost efficient--the expense ratio is competitive, especially considering the depth of holdings delivered.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 11:05:57.254,SGD,98.4063956999998,0.0927009615701774
VGK,"This ETF offers broad based exposure to the developed economies of Europe, spreading holdings across more than a dozen markets. As such, this ETF can be an efficient tool for investors looking to tilt exposure towards this region of the world. Those seeking broader exposure to ex-U.S. developed markets may prefer a fund such as VEA, which includes Pacific economies as well. For those seeking exposure to developed European economies, VGK is perhaps the best ETF option available. This ETF offers exposure that is balanced across countries, sectors, and individual holdings; with nearly 500 component securities, concentration to any one name is minimal. Moreover, the expense ratio is among the lowest in the ETFdb Category, making VGK one of the most cost efficient ways to access developed Europe's equity markets.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:37:13.709,SGD,82.6524282,0.0391904427049999
BEST OF NIFTY 100,"This kkk invests in stocks that are a part of Nifty 100 index. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures within the index. The strategy is rebalanced every quarter, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far.
</br></br>
This strategy is optimised for investors with an aggressive risk profile, with returns being the principal objectives of the strategy.
</br></br>
The strategy invests across assets with allocations determined by the algorithm based on the historical returns and risks and not a fixed formula (such as the legendary 10/20/30/40). Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",4,TWO_TO_FIVE,[39],2017-07-19 14:38:35.227,INR,59011.8,0.0910604084617175
VMFS HIGH GROWTH BFSI PORTFOLIO,Technology will drive BFSI sector with such massive changes that it will lead to dramatic changes in the next 5-10 years in the way the business is likely to be conducted. The High Growth Portfolio has a mix of companies that are at the forefront of technology enabled changes in the BFSI sector and hence are likely to be major gainers in the growth going forward. The portfolio also has mix of companies that will create value by restructuring or change of ownership/management that will be major triggers for returns going forward.,5,TWO_TO_FIVE,[39],2017-09-30 10:16:42.798,INR,103418.3,0.0745768132284906
BONDS - LONG TERM USD,"kkk Advisors looks at the ratings vs yield and chooses bonds available in USD 1000 lots to construct this portfolio. Bonds are chosen every 6 months based on relative yield, liquidity and residual tenor to maintain 15 to 20 year average duration of the portfolio. These bonds being longer tenor can be more volatile and susceptible to interest rate as well as credit spread movements.",3,FIVE_TO_TEN,[1],2017-04-07 00:00:00,USD,10110.39,0.035400100648068
